IDX,Applicant_ID,Total_Experience,Total_Experience_in_field_applied,Department,Role,Industry,Organization,Designation,Education,Graduation_Specialization,University_Grad,Passing_Year_Of_Graduation,PG_Specialization,University_PG,Passing_Year_Of_PG,PHD_Specialization,University_PHD,Passing_Year_Of_PHD,Curent_Location,Preferred_location,Current_CTC,Inhand_Offer,Last_Appraisal_Rating,No_Of_Companies_worked,Number_of_Publications,Certifications,International_degree_any,Expected_CTC
16323,15330,8,2,Marketing,Consultant,Retail,J,Consultant,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Ahmedabad,Guwahati,1128662,Y,C,2,5,1,0,1349879
16326,20756,5,3,Analytics/BI,Bio statistician,Others,O,Sr.Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Delhi,Nagpur,684334,Y,Key_Performer,2,7,3,0,925219
16330,16605,13,7,Banking,CEO,Automobile,E,Product Manager,PG,Arts,Delhi,2007.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Bangalore,Delhi,2397359,N,D,6,1,2,0,2867241
16333,28192,22,7,Banking,Team Lead,Training,E,Sr.Manager,PG,Others,Mangalore,1998.0,Arts,Mangalore,2008.0,Others,Kolkata,2007.0,Pune,Guwahati,2259545,N,B,6,1,1,0,2937408
16335,41592,2,1,Education,Professor,Insurance,G,HR,Grad,Psychology,Jaipur,2018.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mumbai,Kanpur,464067,N,B,1,0,0,0,580083
16336,14000,14,4,Others,Senior Researcher,Retail,O,Data Analyst,Grad,Zoology,Bangalore,1997.0,Zoology,Bangalore,1999.0,Zoology,Jaipur,2006.0,Lucknow,Bangalore,1944091,N,A,2,8,0,0,2430113
16337,54381,21,16,Healthcare,Bio statistician,Training,F,HR,PG,Arts,Surat,1999.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Pune,Kolkata,3751138,N,Key_Performer,5,0,0,0,4876479
16338,42141,11,8,Accounts,Financial Analyst,Retail,N,Product Manager,PG,Others,Bhubaneswar,2001.0,Engineering,Bhubaneswar,2003.0,Others,Guwahati,2009.0,Chennai,Delhi,1406415,Y,Key_Performer,4,6,1,0,1856467
16340,13144,20,13,Top Management,Senior Analyst,IT,M,HR,Doctorate,Sociology,Lucknow,2000.0,Sociology,Lucknow,2011.0,Others,Kolkata,2007.0,Ahmedabad,Delhi,3370432,N,B,5,2,0,0,4550083
16341,45106,21,7,HR,Business Analyst,Analytics,M,Product Manager,Grad,Psychology,Surat,1999.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Guwahati,Kolkata,2228508,N,B,4,0,0,0,2785635
16342,43202,25,0,Healthcare,Financial Analyst,Telecom,N,Web Designer,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Lucknow,Bangalore,2593611,N,D,6,8,0,0,2982652
16343,25328,24,16,Banking,Sales Execituve,Retail,G,Data Analyst,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Bhubaneswar,Surat,1713231,Y,Key_Performer,5,8,0,0,2227200
16346,45764,12,8,Analytics/BI,Others,Retail,M,Consultant,PG,Chemistry,Mangalore,1999.0,Chemistry,Mangalore,2001.0,Chemistry,Bangalore,2008.0,Surat,Kanpur,2501651,Y,Key_Performer,3,8,0,0,3302179
16347,17592,6,3,Accounts,Associate,Aviation,N,Assistant Manager,Doctorate,Engineering,Mangalore,2014.0,Engineering,Mangalore,2022.0,Others,Kolkata,2007.0,Chennai,Chennai,1550728,N,Key_Performer,4,1,0,0,2177222
16349,46122,15,10,HR,Others,Aviation,G,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mangalore,Kanpur,1760018,N,D,2,4,2,0,2024020
16350,45191,13,4,Banking,Project Manager,Others,G,Web Designer,Doctorate,Chemistry,Ahmedabad,2000.0,Chemistry,Ahmedabad,2002.0,Chemistry,Surat,2007.0,Guwahati,Ahmedabad,2267034,N,C,3,4,0,0,2815656
16351,33604,14,1,Healthcare,Analyst,IT,I,HR,PG,Sociology,Lucknow,2006.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Ahmedabad,Surat,1769501,N,Key_Performer,3,0,2,0,2300351
16352,24122,22,20,Marketing,Analyst,BFSI,P,Research Scientist,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Ahmedabad,Chennai,2672942,N,C,6,1,0,0,3073883
16355,27009,9,2,Sales,Others,Aviation,C,Sr.Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kolkata,Jaipur,1354479,Y,Key_Performer,6,4,5,0,1760822
16356,51487,4,1,Marketing,Analyst,Analytics,F,Consultant,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Nagpur,Kolkata,477921,Y,C,4,4,1,0,571593
16358,14715,6,0,Marketing,Others,Analytics,N,Medical Officer,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mangalore,Bangalore,1075638,N,B,1,1,1,0,1344547
16359,32171,0,0,Marketing,Others,Training,M,HR,Grad,Sociology,Surat,2020.0,Sociology,Surat,2019.0,Others,Kolkata,2007.0,Pune,Chennai,0,N,B,0,2,0,0,329362
16360,54542,0,0,Marketing,Others,Training,M,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Bangalore,Delhi,0,N,B,0,3,3,0,357255
16361,18096,11,10,Sales,Bio statistician,IT,G,Data Analyst,Doctorate,Zoology,Delhi,2001.0,Zoology,Delhi,2003.0,Zoology,Surat,2009.0,Ahmedabad,Bangalore,1854865,Y,Key_Performer,3,7,0,0,2596811
16362,41145,23,12,Banking,Analyst,FMCG,J,Others,Doctorate,Sociology,Jaipur,1997.0,Sociology,Jaipur,2009.0,Others,Kolkata,2007.0,Pune,Mumbai,3578654,Y,Key_Performer,2,1,0,0,5010115
16367,10242,18,17,Healthcare,Project Manager,Retail,H,Marketing Manager,PG,Sociology,Guwahati,2002.0,Sociology,Guwahati,2016.0,Others,Kolkata,2007.0,Pune,Surat,3055331,N,D,3,2,0,0,3654175
16368,13294,8,5,Marketing,Analyst,Training,K,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mangalore,Guwahati,685839,N,B,2,7,2,0,857298
16372,54469,25,23,HR,CEO,Retail,E,Others,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Bhubaneswar,Kanpur,2760155,N,A,3,4,0,0,3450193
16373,27214,19,7,Banking,Financial Analyst,Retail,P,Marketing Manager,Doctorate,Economics,Guwahati,2001.0,Economics,Guwahati,2016.0,Others,Kolkata,2007.0,Nagpur,Surat,2590474,N,A,2,1,0,0,3497139
16374,25757,12,8,Marketing,Business Analyst,Training,H,Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kolkata,Surat,1161945,N,Key_Performer,3,0,3,0,1452431
16376,45019,11,9,Healthcare,Others,Aviation,C,Others,PG,Zoology,Mumbai,2009.0,Zoology,Mumbai,2011.0,Others,Kolkata,2007.0,Pune,Mumbai,1981107,N,Key_Performer,5,2,0,0,2575439
16377,26339,3,2,Engineering,Analyst,BFSI,H,Sr.Manager,Grad,Zoology,Mangalore,2017.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Bhubaneswar,Lucknow,682464,N,B,2,0,0,0,853080
16379,56157,5,4,Accounts,Sales Execituve,Insurance,K,Assistant Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Guwahati,Kolkata,491890,N,D,2,2,1,0,565673
16381,19407,25,14,Banking,Others,Insurance,F,Others,PG,Psychology,Bangalore,1995.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mumbai,Bhubaneswar,2441013,N,A,4,0,2,0,3173316
16383,14225,22,19,Analytics/BI,Consultant,IT,O,Sr.Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mangalore,Delhi,2080229,N,D,2,5,1,0,2392263
16391,36229,11,5,Education,Consultant,Retail,C,Assistant Manager,PG,Economics,Kolkata,2001.0,Economics,Kolkata,2003.0,Economics,Mumbai,2009.0,Nagpur,Jaipur,1419648,N,D,5,6,1,0,1697899
16392,38302,19,6,Accounts,Project Manager,Others,N,Manager,PG,Chemistry,Nagpur,2001.0,Chemistry,Nagpur,2016.0,Others,Kolkata,2007.0,Bangalore,Bhubaneswar,1530751,N,A,4,0,1,0,1989976
16393,59357,7,1,HR,Project Manager,Telecom,N,Consultant,Grad,Arts,Bangalore,2013.0,Arts,Bangalore,2010.0,Others,Kolkata,2007.0,Surat,Lucknow,1530237,N,D,6,2,0,0,1759772
16394,21280,3,2,HR,Sales Execituve,BFSI,G,Manager,Grad,Zoology,Ahmedabad,2017.0,Zoology,Ahmedabad,2017.0,Others,Kolkata,2007.0,Pune,Kanpur,522975,N,C,3,0,0,0,601421
16395,17543,6,6,HR,Project Manager,IT,C,Research Analyst,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mangalore,Lucknow,1107076,N,D,5,3,0,0,1273137
16396,14892,15,9,Analytics/BI,Others,Others,H,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Pune,Kanpur,1655839,N,D,6,1,0,0,1904214
16397,47627,14,8,Sales,Sales Manager,Others,H,Research Analyst,Doctorate,Sociology,Ahmedabad,2006.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mumbai,Lucknow,1985445,N,A,4,1,0,0,2680350
16399,33473,21,5,Top Management,Financial Analyst,Insurance,A,Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Jaipur,Jaipur,1672085,N,C,3,0,3,0,1922897
16400,26027,10,2,Sales,Analyst,IT,F,Data Analyst,PG,Sociology,Pune,2010.0,Sociology,Pune,2013.0,Others,Kolkata,2007.0,Pune,Kolkata,2325419,N,A,6,0,0,0,3023044
16401,42006,3,2,Sales,Business Analyst,Insurance,E,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Bangalore,Kolkata,612991,Y,B,3,5,2,0,796888
16403,53112,11,9,Education,Bio statistician,Analytics,P,Research Analyst,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Chennai,Nagpur,1159079,N,A,6,2,1,0,1448848
16404,35205,4,3,Analytics/BI,Bio statistician,Automobile,C,Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mumbai,Kolkata,520482,N,Key_Performer,2,0,0,0,676626
16406,56554,17,14,Sales,Sales Manager,IT,P,HR,Grad,Zoology,Delhi,2003.0,Zoology,Delhi,2010.0,Others,Kolkata,2007.0,Chennai,Ahmedabad,2564360,N,A,6,2,0,0,3205450
16407,47437,21,3,Others,Team Lead,IT,F,Network Engineer,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Bangalore,Pune,2663898,N,C,2,0,1,0,3063482
16408,16391,5,3,Engineering,Others,BFSI,C,Medical Officer,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Jaipur,Nagpur,551814,N,D,2,8,3,0,634586
16409,49433,4,4,Healthcare,Analyst,FMCG,N,Network Engineer,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Guwahati,Mangalore,409666,Y,A,5,7,3,0,553868
16412,14782,21,21,Others,Sales Execituve,BFSI,N,Research Analyst,Doctorate,Arts,Surat,1999.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Bangalore,Kanpur,2820300,Y,Key_Performer,4,1,0,0,3948420
16415,49357,24,7,Marketing,Consultant,FMCG,D,Data Analyst,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kanpur,Ahmedabad,2504010,Y,D,2,3,3,0,2994795
16416,53276,25,18,Engineering,Consultant,Aviation,E,Consultant,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Nagpur,Bhubaneswar,2737437,N,A,5,5,0,0,3421796
16418,45433,3,3,Healthcare,Others,FMCG,C,Others,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Nagpur,Ahmedabad,545680,N,A,3,8,0,0,682100
16419,34838,5,5,Marketing,Business Analyst,Analytics,P,HR,PG,Arts,Bangalore,2015.0,Arts,Bangalore,2013.0,Others,Kolkata,2007.0,Jaipur,Mumbai,1300423,N,Key_Performer,1,1,1,0,1758171
16421,43447,22,3,Banking,Project Manager,Telecom,F,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Bhubaneswar,Surat,1925340,Y,Key_Performer,5,6,3,0,2502942
16422,17929,14,8,Analytics/BI,Financial Analyst,BFSI,F,Software Developer,PG,Chemistry,Bangalore,2000.0,Chemistry,Bangalore,2002.0,Chemistry,Jaipur,2006.0,Lucknow,Jaipur,2272461,N,C,4,8,1,0,2717863
16423,39407,1,0,Marketing,Project Manager,BFSI,B,Medical Officer,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mangalore,Ahmedabad,463713,N,B,2,1,2,0,579641
16425,10486,17,16,Marketing,Bio statistician,FMCG,H,HR,PG,Sociology,Kolkata,2003.0,Sociology,Kolkata,2012.0,Others,Kolkata,2007.0,Lucknow,Guwahati,2235976,N,A,3,1,0,0,2906768
16426,57058,12,4,Education,Sales Manager,Insurance,N,Manager,PG,Mathematics,Bhubaneswar,2000.0,Mathematics,Bhubaneswar,2002.0,Mathematics,Mangalore,2008.0,Mumbai,Pune,1169434,N,D,2,5,3,0,1398643
16427,15048,11,1,Healthcare,Researcher,Aviation,G,Data Analyst,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mangalore,Ahmedabad,1582475,N,C,5,2,0,0,1819846
16428,10906,11,8,Accounts,Sales Execituve,BFSI,A,Network Engineer,Doctorate,Mathematics,Mumbai,2002.0,Mathematics,Mumbai,2004.0,Mathematics,Bhubaneswar,2009.0,Chennai,Nagpur,1970948,N,B,5,5,0,0,2660779
16431,31563,6,5,IT-Software,Analyst,FMCG,N,Data Analyst,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Surat,Bhubaneswar,555949,N,C,2,1,3,0,639341
16434,12482,15,10,Banking,Head,Insurance,P,CA,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kanpur,Bhubaneswar,2438831,N,C,5,3,1,0,2804655
16435,24138,8,4,HR,Senior Researcher,FMCG,G,Medical Officer,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Guwahati,Nagpur,933571,N,B,2,1,0,0,1166963
16436,11605,13,1,Analytics/BI,Analyst,Insurance,D,Software Developer,Grad,Statistics,Pune,2000.0,Others,Pune,2002.0,Engineering,Bangalore,2007.0,Kolkata,Nagpur,2065824,N,A,4,3,1,0,2582280
16438,31655,11,1,Marketing,Bio statistician,Retail,A,Research Analyst,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Bangalore,Mangalore,1658722,N,B,4,7,5,0,2073402
16442,28923,10,8,Top Management,Financial Analyst,Retail,G,Product Manager,Grad,Others,Jaipur,2010.0,Psychology,Jaipur,2009.0,Others,Kolkata,2007.0,Kolkata,Bangalore,1836298,N,C,4,0,0,0,2111742
16447,19707,14,0,Sales,Team Lead,FMCG,M,Product Manager,Doctorate,Psychology,Delhi,1997.0,Psychology,Delhi,1999.0,Psychology,Guwahati,2006.0,Chennai,Delhi,1553781,Y,Key_Performer,2,6,0,0,2175293
16449,44037,21,16,Marketing,Others,Automobile,B,Sr.Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kolkata,Bangalore,1643144,N,A,2,5,5,0,2053930
16451,38544,14,4,Top Management,Sales Execituve,IT,F,Product Manager,Grad,Psychology,Delhi,1999.0,Others,Delhi,2001.0,Psychology,Lucknow,2006.0,Mumbai,Pune,1975913,N,C,3,4,0,0,2272299
16456,42113,21,14,Sales,Project Manager,Aviation,D,Research Scientist,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kolkata,Jaipur,2466806,N,B,4,4,5,0,3083507
16461,24090,19,2,Others,Others,Automobile,I,Research Analyst,Doctorate,Botony,Mumbai,2001.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mumbai,Mangalore,2959719,N,B,4,1,0,0,3995620
16462,27958,13,8,Banking,Analyst,Insurance,C,Product Manager,PG,Psychology,Nagpur,2007.0,Psychology,Nagpur,2010.0,Others,Kolkata,2007.0,Jaipur,Jaipur,1974258,N,B,2,0,0,0,2566535
16463,57936,21,12,Banking,Project Manager,IT,M,Director,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mangalore,Kolkata,2697120,N,B,3,8,1,0,3371400
16465,35087,19,12,Accounts,Scientist,FMCG,D,Sr.Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Ahmedabad,Surat,2563339,N,Key_Performer,2,0,2,0,3204173
16467,35362,17,6,Healthcare,Team Lead,IT,B,Web Designer,Doctorate,Chemistry,Guwahati,2003.0,Chemistry,Guwahati,2013.0,Others,Kolkata,2007.0,Mumbai,Kolkata,3599933,N,A,3,2,0,0,4859909
16469,15497,17,7,Sales,Business Analyst,Insurance,O,Assistant Manager,Grad,Arts,Pune,2003.0,Arts,Pune,2009.0,Others,Kolkata,2007.0,Kanpur,Ahmedabad,2391484,N,A,4,1,2,0,2989355
16470,31711,6,2,Engineering,Bio statistician,Training,P,Assistant Manager,Doctorate,Zoology,Guwahati,2014.0,Zoology,Guwahati,2017.0,Others,Kolkata,2007.0,Pune,Bhubaneswar,1814992,N,D,3,0,0,0,2254220
16472,59017,12,2,Others,Senior Researcher,Telecom,G,Sr.Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Ahmedabad,Kanpur,1514801,N,D,2,5,0,0,1742021
16473,16995,0,0,Marketing,Others,Training,M,HR,Grad,Botony,Bangalore,2020.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Bangalore,Kolkata,0,N,B,0,1,0,0,434725
16477,18991,6,3,Sales,Sales Manager,Others,M,Director,Doctorate,Mathematics,Guwahati,2014.0,Mathematics,Guwahati,2016.0,Others,Kolkata,2007.0,Mangalore,Kolkata,2054693,N,B,1,0,0,0,2773835
16479,59505,18,11,Marketing,CEO,FMCG,N,Research Analyst,Grad,Zoology,Kolkata,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Chennai,Kanpur,2401487,N,A,2,1,4,0,3001858
16482,45843,11,11,Top Management,Senior Researcher,Retail,D,Research Scientist,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Jaipur,Delhi,1515856,N,B,6,7,2,0,1894820
16485,38677,17,3,Marketing,Financial Analyst,Insurance,F,Marketing Manager,Grad,Mathematics,Jaipur,2003.0,Mathematics,Jaipur,2015.0,Others,Kolkata,2007.0,Kanpur,Mangalore,2315303,N,D,6,0,0,0,2662598
16487,28952,2,1,Marketing,Others,Retail,G,Manager,PG,Psychology,Jaipur,2018.0,Psychology,Jaipur,2021.0,Others,Kolkata,2007.0,Kolkata,Bhubaneswar,609177,N,B,2,2,1,0,791930
16491,45306,23,11,Top Management,CEO,Insurance,M,Research Analyst,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Jaipur,Mangalore,2228582,N,B,3,0,0,0,2785727
16492,51295,6,2,Others,Sales Execituve,Retail,L,Consultant,PG,Sociology,Bhubaneswar,2014.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Pune,Kanpur,1008502,N,Key_Performer,1,1,0,0,1363494
16493,22058,25,5,HR,Sales Manager,Aviation,K,Sr.Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mumbai,Delhi,2765921,N,A,5,8,1,0,3457401
16495,20711,8,4,Marketing,Business Analyst,BFSI,O,Consultant,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Ahmedabad,Bhubaneswar,1156294,N,A,2,6,0,0,1503182
16497,11048,6,6,Marketing,Team Lead,Training,G,Assistant Manager,PG,Zoology,Pune,2014.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Jaipur,Kolkata,1294661,N,A,4,1,1,0,1750381
16500,19954,12,1,Education,Others,Telecom,L,Marketing Manager,Doctorate,Zoology,Mangalore,2000.0,Zoology,Mangalore,2002.0,Others,Bangalore,2008.0,Ahmedabad,Nagpur,1538322,N,A,4,4,0,0,2076734
16501,23447,11,0,Analytics/BI,Consultant,Telecom,K,Marketing Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mangalore,Guwahati,1605858,N,Key_Performer,2,1,0,0,2007322
16502,29377,1,1,Engineering,Financial Analyst,Insurance,E,Data Analyst,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Nagpur,Nagpur,593286,N,D,2,6,2,0,682278
16504,20817,18,6,Sales,Sales Manager,Others,F,Research Scientist,Doctorate,Zoology,Jaipur,2002.0,Zoology,Jaipur,2016.0,Others,Kolkata,2007.0,Bhubaneswar,Delhi,3042345,N,Key_Performer,4,1,0,0,4107165
16505,22164,5,3,Marketing,Associate,Telecom,D,Research Analyst,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Bangalore,Pune,469683,N,C,5,6,0,0,540135
16506,11711,23,12,Education,Business Analyst,FMCG,C,HR,Grad,Botony,Mumbai,1997.0,Botony,Mumbai,2018.0,Others,Kolkata,2007.0,Lucknow,Guwahati,2347718,N,D,3,0,0,0,2699875
16509,24618,12,3,Accounts,Team Lead,Aviation,M,Manager,Grad,Engineering,Lucknow,2000.0,Engineering,Lucknow,2002.0,Engineering,Nagpur,2008.0,Bhubaneswar,Kanpur,1844411,N,D,4,4,0,0,2121072
16512,14329,12,6,Healthcare,Project Manager,Automobile,A,Others,PG,Botony,Ahmedabad,2001.0,Botony,Ahmedabad,2003.0,Others,Bhubaneswar,2008.0,Pune,Ahmedabad,2019031,N,A,6,6,1,0,2624740
16514,36457,25,7,Marketing,Sales Manager,Analytics,N,Data Analyst,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Lucknow,Kolkata,2463859,N,C,6,4,2,0,2833437
16516,49051,16,0,HR,Bio statistician,Telecom,K,Consultant,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Surat,Lucknow,2087188,N,B,2,2,1,0,2608985
16517,39610,17,7,Analytics/BI,Financial Analyst,Telecom,A,Director,PG,Statistics,Lucknow,2003.0,Statistics,Lucknow,2017.0,Others,Kolkata,2007.0,Kanpur,Chennai,3276270,N,Key_Performer,2,0,1,0,4259151
16518,48043,20,14,HR,CEO,Insurance,J,Medical Officer,Doctorate,Botony,Mangalore,2000.0,Botony,Mangalore,2009.0,Others,Kolkata,2007.0,Surat,Ahmedabad,2650427,N,A,5,0,0,0,3578076
16521,45925,19,4,Others,Others,Retail,G,HR,PG,Sociology,Nagpur,2001.0,Sociology,Nagpur,2014.0,Others,Kolkata,2007.0,Kolkata,Guwahati,3220715,N,B,4,1,0,0,4186929
16523,30652,24,8,Top Management,Senior Analyst,Automobile,C,Research Scientist,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Bhubaneswar,Bhubaneswar,2033426,N,D,2,5,3,0,2338439
16524,59019,8,6,Accounts,Principal Analyst,Insurance,M,Product Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Bhubaneswar,Pune,542406,N,A,6,6,3,0,705127
16526,24709,16,1,Analytics/BI,Data scientist,Automobile,A,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mangalore,Pune,1782329,N,B,5,7,1,0,2227911
16532,51434,10,1,Others,Team Lead,Analytics,P,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mangalore,Lucknow,1305502,N,C,1,4,1,0,1501327
16534,44129,25,5,Engineering,Team Lead,Insurance,K,Assistant Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mumbai,Nagpur,1766065,N,B,3,8,5,0,2207581
16536,53370,24,15,Analytics/BI,CEO,Telecom,N,Medical Officer,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mangalore,Guwahati,2360209,Y,Key_Performer,3,3,3,0,3068271
16537,29056,12,10,Analytics/BI,Consultant,Training,E,Data Analyst,PG,Psychology,Bangalore,2000.0,Psychology,Bangalore,2002.0,Psychology,Pune,2008.0,Bangalore,Kolkata,2073764,Y,Key_Performer,4,4,0,0,2737368
16539,36324,12,4,Engineering,Others,Insurance,N,Product Manager,Grad,Zoology,Mangalore,2000.0,Zoology,Mangalore,2002.0,Zoology,Ahmedabad,2008.0,Chennai,Mumbai,1993984,N,B,5,7,0,0,2492480
